| lane/fixture                 | verdict    | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-mi325x-gfx942 |
| training-primitives/wide     | IDENTICAL x3 | 11f4b38cc28490a9 | 11f4b38cc28490a9 | 11f4b38cc28490a9 |
| transformer-window/base      | IDENTICAL x3 | 49ffb2316f238e6d | 49ffb2316f238e6d | 49ffb2316f238e6d |
| transformer-window/denormal  | IDENTICAL x3 | 4f8ec13b57260957 | 4f8ec13b57260957 | 4f8ec13b57260957 |
| transformer-window/denormal_ftz | IDENTICAL x3 | 4f8ec13b57260957 | 4f8ec13b57260957 | 4f8ec13b57260957 |
| transformer-window/dupes     | IDENTICAL x3 | 44fa7ec52d690ee9 | 44fa7ec52d690ee9 | 44fa7ec52d690ee9 |
| transformer-window/hashed    | IDENTICAL x3 | af2bffef90669cb5 | af2bffef90669cb5 | af2bffef90669cb5 |
| transformer-window/negative  | IDENTICAL x3 | e1f21e879b6d8fa9 | e1f21e879b6d8fa9 | e1f21e879b6d8fa9 |
| transformer-window/odd       | IDENTICAL x3 | 49ffb2316f238e6d | 49ffb2316f238e6d | 49ffb2316f238e6d |
| transformer-window/ties      | IDENTICAL x3 | 4cc1690c572f7931 | 4cc1690c572f7931 | 4cc1690c572f7931 |
| transformer-window/wide      | IDENTICAL x3 | 44a2b49da1619c85 | 44a2b49da1619c85 | 44a2b49da1619c85 |
| transformer/base             | IDENTICAL x3 | 295d4e62d4c78b14 | 295d4e62d4c78b14 | 295d4e62d4c78b14 |
| transformer/denormal         | IDENTICAL x3 | da87cbc4fb93d086 | da87cbc4fb93d086 | da87cbc4fb93d086 |
| transformer/denormal_ftz     | IDENTICAL x3 | da87cbc4fb93d086 | da87cbc4fb93d086 | da87cbc4fb93d086 |
| transformer/dupes            | IDENTICAL x3 | e48bc0a8545b1a29 | e48bc0a8545b1a29 | e48bc0a8545b1a29 |
| transformer/hashed           | IDENTICAL x3 | 7d565e3a35324caa | 7d565e3a35324caa | 7d565e3a35324caa |
| transformer/negative         | IDENTICAL x3 | 79d66e219ac996a9 | 79d66e219ac996a9 | 79d66e219ac996a9 |
| transformer/odd              | IDENTICAL x3 | 295d4e62d4c78b14 | 295d4e62d4c78b14 | 295d4e62d4c78b14 |
| transformer/ties             | IDENTICAL x3 | 251eb6369ef11d70 | 251eb6369ef11d70 | 251eb6369ef11d70 |
| transformer/wide             | IDENTICAL x3 | ecbe59229197362b | ecbe59229197362b | ecbe59229197362b |

summary: IDENTICAL=234

| lane/fixture                 | column | verdict      | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-mi325x-gfx942 |
|------------------------------|--------|--------------|------------------|------------------|------------------|
| byte-lm-host-infer-threaded/base | infer  | IDENTICAL x3 | b67a1f3d482ffaca | b67a1f3d482ffaca | b67a1f3d482ffaca |
| byte-lm-host-infer-threaded/base | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer-threaded/base | batch  | IDENTICAL x3 | 2eccb20888ca5cee | 2eccb20888ca5cee | 2eccb20888ca5cee |
| byte-lm-host-infer-threaded/base | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer-threaded/base | batchscale | IDENTICAL x3 | d32fe434ca7fc76f | d32fe434ca7fc76f | d32fe434ca7fc76f |
| byte-lm-host-infer-threaded/base | ragged | IDENTICAL x3 | e334556d75be6726 | e334556d75be6726 | e334556d75be6726 |
| byte-lm-host-infer-threaded/denormal | infer  | IDENTICAL x3 | fa0cd27e307b2aba | fa0cd27e307b2aba | fa0cd27e307b2aba |
| byte-lm-host-infer-threaded/denormal | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer-threaded/denormal | batch  | IDENTICAL x3 | faffe97b72d9fe37 | faffe97b72d9fe37 | faffe97b72d9fe37 |
| byte-lm-host-infer-threaded/denormal | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer-threaded/denormal | batchscale | IDENTICAL x3 | 44b1daf7c2391e52 | 44b1daf7c2391e52 | 44b1daf7c2391e52 |
| byte-lm-host-infer-threaded/denormal | ragged | IDENTICAL x3 | 05ae77bec3f4af02 | 05ae77bec3f4af02 | 05ae77bec3f4af02 |
| byte-lm-host-infer-threaded/denormal_ftz | infer  | IDENTICAL x3 | e30c916c3d69584a | e30c916c3d69584a | e30c916c3d69584a |
| byte-lm-host-infer-threaded/denormal_ftz | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer-threaded/denormal_ftz | batch  | IDENTICAL x3 | 939402dcf3954d4f | 939402dcf3954d4f | 939402dcf3954d4f |
| byte-lm-host-infer-threaded/denormal_ftz | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer-threaded/denormal_ftz | batchscale | IDENTICAL x3 | 0028cbab1620f761 | 0028cbab1620f761 | 0028cbab1620f761 |
| byte-lm-host-infer-threaded/denormal_ftz | ragged | IDENTICAL x3 | 56c61a680a819449 | 56c61a680a819449 | 56c61a680a819449 |
| byte-lm-host-infer-threaded/dupes | infer  | IDENTICAL x3 | a53e0a81c9acf494 | a53e0a81c9acf494 | a53e0a81c9acf494 |
| byte-lm-host-infer-threaded/dupes | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer-threaded/dupes | batch  | IDENTICAL x3 | 11238b320c9572d3 | 11238b320c9572d3 | 11238b320c9572d3 |
| byte-lm-host-infer-threaded/dupes | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer-threaded/dupes | batchscale | IDENTICAL x3 | 6373480900826b06 | 6373480900826b06 | 6373480900826b06 |
| byte-lm-host-infer-threaded/dupes | ragged | IDENTICAL x3 | ada5e62dace94cff | ada5e62dace94cff | ada5e62dace94cff |
| byte-lm-host-infer-threaded/hashed | infer  | IDENTICAL x3 | 25857576546d1442 | 25857576546d1442 | 25857576546d1442 |
| byte-lm-host-infer-threaded/hashed | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer-threaded/hashed | batch  | IDENTICAL x3 | 2e1facc4833a2235 | 2e1facc4833a2235 | 2e1facc4833a2235 |
| byte-lm-host-infer-threaded/hashed | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer-threaded/hashed | batchscale | IDENTICAL x3 | dcdaca6a5cb2a7a5 | dcdaca6a5cb2a7a5 | dcdaca6a5cb2a7a5 |
| byte-lm-host-infer-threaded/hashed | ragged | IDENTICAL x3 | f7e51cc82584dd6e | f7e51cc82584dd6e | f7e51cc82584dd6e |
| byte-lm-host-infer-threaded/negative | infer  | IDENTICAL x3 | 418815fcec6e602a | 418815fcec6e602a | 418815fcec6e602a |
| byte-lm-host-infer-threaded/negative | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer-threaded/negative | batch  | IDENTICAL x3 | 50b6c632cc98d71b | 50b6c632cc98d71b | 50b6c632cc98d71b |
| byte-lm-host-infer-threaded/negative | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer-threaded/negative | batchscale | IDENTICAL x3 | 2fbc7859cdaa4316 | 2fbc7859cdaa4316 | 2fbc7859cdaa4316 |
| byte-lm-host-infer-threaded/negative | ragged | IDENTICAL x3 | 84e39b4666d99ee0 | 84e39b4666d99ee0 | 84e39b4666d99ee0 |
| byte-lm-host-infer-threaded/odd | infer  | IDENTICAL x3 | b67a1f3d482ffaca | b67a1f3d482ffaca | b67a1f3d482ffaca |
| byte-lm-host-infer-threaded/odd | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer-threaded/odd | batch  | IDENTICAL x3 | 2eccb20888ca5cee | 2eccb20888ca5cee | 2eccb20888ca5cee |
| byte-lm-host-infer-threaded/odd | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer-threaded/odd | batchscale | IDENTICAL x3 | f7151fda09460daa | f7151fda09460daa | f7151fda09460daa |
| byte-lm-host-infer-threaded/odd | ragged | IDENTICAL x3 | e334556d75be6726 | e334556d75be6726 | e334556d75be6726 |
| byte-lm-host-infer-threaded/ties | infer  | IDENTICAL x3 | 8ac5fad2d951d6cb | 8ac5fad2d951d6cb | 8ac5fad2d951d6cb |
| byte-lm-host-infer-threaded/ties | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer-threaded/ties | batch  | IDENTICAL x3 | 4247444b5e741c45 | 4247444b5e741c45 | 4247444b5e741c45 |
| byte-lm-host-infer-threaded/ties | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer-threaded/ties | batchscale | IDENTICAL x3 | 5b7abe2b97748696 | 5b7abe2b97748696 | 5b7abe2b97748696 |
| byte-lm-host-infer-threaded/ties | ragged | IDENTICAL x3 | f476430eaf6be594 | f476430eaf6be594 | f476430eaf6be594 |
| byte-lm-host-infer-threaded/wide | infer  | IDENTICAL x3 | ec2a92c6e7abd69a | ec2a92c6e7abd69a | ec2a92c6e7abd69a |
| byte-lm-host-infer-threaded/wide | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer-threaded/wide | batch  | IDENTICAL x3 | c2bbaa85ae76f739 | c2bbaa85ae76f739 | c2bbaa85ae76f739 |
| byte-lm-host-infer-threaded/wide | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer-threaded/wide | batchscale | IDENTICAL x3 | 967bffa3614d948a | 967bffa3614d948a | 967bffa3614d948a |
| byte-lm-host-infer-threaded/wide | ragged | IDENTICAL x3 | d171565f9342beb9 | d171565f9342beb9 | d171565f9342beb9 |
| byte-lm-host-infer/base      | infer  | IDENTICAL x3 | b67a1f3d482ffaca | b67a1f3d482ffaca | b67a1f3d482ffaca |
| byte-lm-host-infer/base      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/base      | batch  | IDENTICAL x3 | 2eccb20888ca5cee | 2eccb20888ca5cee | 2eccb20888ca5cee |
| byte-lm-host-infer/base      | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer/base      | batchscale | IDENTICAL x3 | d32fe434ca7fc76f | d32fe434ca7fc76f | d32fe434ca7fc76f |
| byte-lm-host-infer/base      | ragged | IDENTICAL x3 | e334556d75be6726 | e334556d75be6726 | e334556d75be6726 |
| byte-lm-host-infer/denormal  | infer  | IDENTICAL x3 | fa0cd27e307b2aba | fa0cd27e307b2aba | fa0cd27e307b2aba |
| byte-lm-host-infer/denormal  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/denormal  | batch  | IDENTICAL x3 | faffe97b72d9fe37 | faffe97b72d9fe37 | faffe97b72d9fe37 |
| byte-lm-host-infer/denormal  | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer/denormal  | batchscale | IDENTICAL x3 | 44b1daf7c2391e52 | 44b1daf7c2391e52 | 44b1daf7c2391e52 |
| byte-lm-host-infer/denormal  | ragged | IDENTICAL x3 | 05ae77bec3f4af02 | 05ae77bec3f4af02 | 05ae77bec3f4af02 |
| byte-lm-host-infer/denormal_ftz | infer  | IDENTICAL x3 | e30c916c3d69584a | e30c916c3d69584a | e30c916c3d69584a |
| byte-lm-host-infer/denormal_ftz | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/denormal_ftz | batch  | IDENTICAL x3 | 939402dcf3954d4f | 939402dcf3954d4f | 939402dcf3954d4f |
| byte-lm-host-infer/denormal_ftz | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer/denormal_ftz | batchscale | IDENTICAL x3 | 0028cbab1620f761 | 0028cbab1620f761 | 0028cbab1620f761 |
| byte-lm-host-infer/denormal_ftz | ragged | IDENTICAL x3 | 56c61a680a819449 | 56c61a680a819449 | 56c61a680a819449 |
| byte-lm-host-infer/dupes     | infer  | IDENTICAL x3 | a53e0a81c9acf494 | a53e0a81c9acf494 | a53e0a81c9acf494 |
| byte-lm-host-infer/dupes     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/dupes     | batch  | IDENTICAL x3 | 11238b320c9572d3 | 11238b320c9572d3 | 11238b320c9572d3 |
| byte-lm-host-infer/dupes     | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer/dupes     | batchscale | IDENTICAL x3 | 6373480900826b06 | 6373480900826b06 | 6373480900826b06 |
| byte-lm-host-infer/dupes     | ragged | IDENTICAL x3 | ada5e62dace94cff | ada5e62dace94cff | ada5e62dace94cff |
| byte-lm-host-infer/hashed    | infer  | IDENTICAL x3 | 25857576546d1442 | 25857576546d1442 | 25857576546d1442 |
| byte-lm-host-infer/hashed    | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/hashed    | batch  | IDENTICAL x3 | 2e1facc4833a2235 | 2e1facc4833a2235 | 2e1facc4833a2235 |
| byte-lm-host-infer/hashed    | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer/hashed    | batchscale | IDENTICAL x3 | dcdaca6a5cb2a7a5 | dcdaca6a5cb2a7a5 | dcdaca6a5cb2a7a5 |
| byte-lm-host-infer/hashed    | ragged | IDENTICAL x3 | f7e51cc82584dd6e | f7e51cc82584dd6e | f7e51cc82584dd6e |
| byte-lm-host-infer/negative  | infer  | IDENTICAL x3 | 418815fcec6e602a | 418815fcec6e602a | 418815fcec6e602a |
| byte-lm-host-infer/negative  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/negative  | batch  | IDENTICAL x3 | 50b6c632cc98d71b | 50b6c632cc98d71b | 50b6c632cc98d71b |
| byte-lm-host-infer/negative  | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer/negative  | batchscale | IDENTICAL x3 | 2fbc7859cdaa4316 | 2fbc7859cdaa4316 | 2fbc7859cdaa4316 |
| byte-lm-host-infer/negative  | ragged | IDENTICAL x3 | 84e39b4666d99ee0 | 84e39b4666d99ee0 | 84e39b4666d99ee0 |
| byte-lm-host-infer/odd       | infer  | IDENTICAL x3 | b67a1f3d482ffaca | b67a1f3d482ffaca | b67a1f3d482ffaca |
| byte-lm-host-infer/odd       | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/odd       | batch  | IDENTICAL x3 | 2eccb20888ca5cee | 2eccb20888ca5cee | 2eccb20888ca5cee |
| byte-lm-host-infer/odd       | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer/odd       | batchscale | IDENTICAL x3 | f7151fda09460daa | f7151fda09460daa | f7151fda09460daa |
| byte-lm-host-infer/odd       | ragged | IDENTICAL x3 | e334556d75be6726 | e334556d75be6726 | e334556d75be6726 |
| byte-lm-host-infer/ties      | infer  | IDENTICAL x3 | 8ac5fad2d951d6cb | 8ac5fad2d951d6cb | 8ac5fad2d951d6cb |
| byte-lm-host-infer/ties      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/ties      | batch  | IDENTICAL x3 | 4247444b5e741c45 | 4247444b5e741c45 | 4247444b5e741c45 |
| byte-lm-host-infer/ties      | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer/ties      | batchscale | IDENTICAL x3 | 5b7abe2b97748696 | 5b7abe2b97748696 | 5b7abe2b97748696 |
| byte-lm-host-infer/ties      | ragged | IDENTICAL x3 | f476430eaf6be594 | f476430eaf6be594 | f476430eaf6be594 |
| byte-lm-host-infer/wide      | infer  | IDENTICAL x3 | ec2a92c6e7abd69a | ec2a92c6e7abd69a | ec2a92c6e7abd69a |
| byte-lm-host-infer/wide      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/wide      | batch  | IDENTICAL x3 | c2bbaa85ae76f739 | c2bbaa85ae76f739 | c2bbaa85ae76f739 |
| byte-lm-host-infer/wide      | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| byte-lm-host-infer/wide      | batchscale | IDENTICAL x3 | 967bffa3614d948a | 967bffa3614d948a | 967bffa3614d948a |
| byte-lm-host-infer/wide      | ragged | IDENTICAL x3 | d171565f9342beb9 | d171565f9342beb9 | d171565f9342beb9 |
| byte-lm-resident/base        | infer  | IDENTICAL x3 | 220885cbd8d2f82f | 220885cbd8d2f82f | 220885cbd8d2f82f |
| byte-lm-resident/base        | model  | IDENTICAL x3 | b1d65b99997911c5 | b1d65b99997911c5 | b1d65b99997911c5 |
| byte-lm-resident/base        | batch  | IDENTICAL x3 | c44734e41960ea7d | c44734e41960ea7d | c44734e41960ea7d |
| byte-lm-resident/base        | batchgrad | N/A          | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) |
| byte-lm-resident/base        | batchscale | IDENTICAL x3 | d5797719799d871d | d5797719799d871d | d5797719799d871d |
| byte-lm-resident/base        | ragged | IDENTICAL x3 | f230913e438ed170 | f230913e438ed170 | f230913e438ed170 |
| byte-lm-resident/denormal    | infer  | IDENTICAL x3 | 16c555cc1776f127 | 16c555cc1776f127 | 16c555cc1776f127 |
| byte-lm-resident/denormal    | model  | IDENTICAL x3 | 90d95bea0a099246 | 90d95bea0a099246 | 90d95bea0a099246 |
| byte-lm-resident/denormal    | batch  | IDENTICAL x3 | 9a4f9d37b38b6127 | 9a4f9d37b38b6127 | 9a4f9d37b38b6127 |
| byte-lm-resident/denormal    | batchgrad | N/A          | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) |
| byte-lm-resident/denormal    | batchscale | IDENTICAL x3 | 193793e4ae0cab88 | 193793e4ae0cab88 | 193793e4ae0cab88 |
| byte-lm-resident/denormal    | ragged | IDENTICAL x3 | 397cbe2d51703d59 | 397cbe2d51703d59 | 397cbe2d51703d59 |
| byte-lm-resident/denormal_ftz | infer  | IDENTICAL x3 | 21c7e2e9e4e3c163 | 21c7e2e9e4e3c163 | 21c7e2e9e4e3c163 |
| byte-lm-resident/denormal_ftz | model  | IDENTICAL x3 | ff9e808d37f12ae2 | ff9e808d37f12ae2 | ff9e808d37f12ae2 |
| byte-lm-resident/denormal_ftz | batch  | IDENTICAL x3 | 3e3cfcb8788e7cf3 | 3e3cfcb8788e7cf3 | 3e3cfcb8788e7cf3 |
| byte-lm-resident/denormal_ftz | batchgrad | N/A          | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) |
| byte-lm-resident/denormal_ftz | batchscale | IDENTICAL x3 | c72376fe922328df | c72376fe922328df | c72376fe922328df |
| byte-lm-resident/denormal_ftz | ragged | IDENTICAL x3 | a6550ba7ad3bd554 | a6550ba7ad3bd554 | a6550ba7ad3bd554 |
| byte-lm-resident/dupes       | infer  | IDENTICAL x3 | a76dcc66f0b0b3d6 | a76dcc66f0b0b3d6 | a76dcc66f0b0b3d6 |
| byte-lm-resident/dupes       | model  | IDENTICAL x3 | 78870cb1fb90caf6 | 78870cb1fb90caf6 | 78870cb1fb90caf6 |
| byte-lm-resident/dupes       | batch  | IDENTICAL x3 | ad53b8960db92852 | ad53b8960db92852 | ad53b8960db92852 |
| byte-lm-resident/dupes       | batchgrad | N/A          | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) |
| byte-lm-resident/dupes       | batchscale | IDENTICAL x3 | 37ef89fa03fe5f1a | 37ef89fa03fe5f1a | 37ef89fa03fe5f1a |
| byte-lm-resident/dupes       | ragged | IDENTICAL x3 | 723c9f8de59b128d | 723c9f8de59b128d | 723c9f8de59b128d |
| byte-lm-resident/hashed      | infer  | IDENTICAL x3 | d9a8ae1211de63a8 | d9a8ae1211de63a8 | d9a8ae1211de63a8 |
| byte-lm-resident/hashed      | model  | IDENTICAL x3 | 0fa0ffc6bdf7e8da | 0fa0ffc6bdf7e8da | 0fa0ffc6bdf7e8da |
| byte-lm-resident/hashed      | batch  | IDENTICAL x3 | 2a8fad887169cf0e | 2a8fad887169cf0e | 2a8fad887169cf0e |
| byte-lm-resident/hashed      | batchgrad | N/A          | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) |
| byte-lm-resident/hashed      | batchscale | IDENTICAL x3 | d0aa913541fabd9a | d0aa913541fabd9a | d0aa913541fabd9a |
| byte-lm-resident/hashed      | ragged | IDENTICAL x3 | bca6020717597afa | bca6020717597afa | bca6020717597afa |
| byte-lm-resident/negative    | infer  | IDENTICAL x3 | feaf17f14d1fa224 | feaf17f14d1fa224 | feaf17f14d1fa224 |
| byte-lm-resident/negative    | model  | IDENTICAL x3 | a6aa56e3723d26e7 | a6aa56e3723d26e7 | a6aa56e3723d26e7 |
| byte-lm-resident/negative    | batch  | IDENTICAL x3 | 6daa8fd7fe40b602 | 6daa8fd7fe40b602 | 6daa8fd7fe40b602 |
| byte-lm-resident/negative    | batchgrad | N/A          | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) | n/a:mean-reduction-fixed-batch (the byte LM trainers step mean cross-entropy over ids of the profile's fixed (batch, length + 1); ByteLanguageModelConfig.batch is part of the profile) |
| byte-lm-resident/negative    | batchscale | IDENTICAL x3 | 21f9d38b29563d9e | 21f9d38b29563d9e | 21f9d38b29563d9e |
